tfghk_A tmboj_A 1
tfghk_A tcpgg_A 0
jemq_A jedg_A 1
jgdy_B nfzq_B 0
tlkuh_A tpiyd_B 1
tlkuh_A tvgxe_B 0
tymsh_B tivia_A 1
tlwvu_B tuhct_A 0
jcrd_A jblr_B 1
jblr_B tdrfj_B 0
naxp_B njco_A 1
jdvz_B jgwu_B 0
nbov_A jedp_A 1
jfuy_B tsmzx_B 0
tnckq_A tgiss_B 1
tuqyz_B treso_A 0
tuwra_A tsbvp_B 1
tuwra_A tqavg_A 0
tzcpo_A tqmbm_A 1
tcobj_A odzy_B 0
twdrr_B tjhik_B 1
tcfmg_B tolhj_B 0
tfkom_A tycik_A 1
tsorl_A tpxik_A 0
jicv_B njkk_A 1
jhnb_A tkgrf_B 0
tybir_A tfzwv_B 1
tfzwv_B ofgm_A 0
oejh_A keir_A 1
oioe_B tbriv_B 0
tawzb_B tbkfo_A 1
twklw_B kbto_A 0
jisn_B jebo_A 1
nddy_A kbra_A 0
tvwih_A tjuru_A 1
tijcz_A jegt_A 0
ohdq_A ofhl_B 1
ockp_A tkram_A 0
tsinq_A taaye_B 1
tlssz_A tqmbm_A 0
ogzu_A kbic_A 1
kbic_A tinlj_A 0
kbib_B ofol_B 1
ofol_B pfky_B 0
jiec_A jaag_A 1
jgwl_B tpivm_A 0
jgct_A jeph_A 1
jhoy_A ohmt_B 0
kbaz_B ogpr_B 1
kdit_A ohhj_B 0
kdqh_A kbub_A 1
kdeq_A teici_B 0
tuvwb_A tewlw_A 1
toxka_A toptp_B 0
tcnfb_B tsxal_A 1
tvdmq_A ndwc_B 0
tclwb_A tnupa_B 1
tmpgy_A tavbi_B 0
turin_A tvakn_A 1
tvakn_A trthv_A 0
kbsk_B oftu_B 1
oegx_A tiaxq_B 0
ogzs_A obah_B 1
kbnx_A tkmeg_A 0
kcnf_B odvq_A 1
kcxr_A tcvon_A 0
ttewq_A trqhn_B 1
ttewq_A ofih_A 0
tyilv_B tdrkt_B 1
tyemr_A tyfex_A 0
jfxz_B jcuf_B 1
nena_B tmchp_A 0
trrdb_B tbqiv_A 1
tbqiv_A jhgq_B 0
tlafg_A takju_A 1
trhog_A twbfg_B 0
nfft_B nimr_B 1
nebm_A tbmva_A 0
oggn_B kcok_B 1
kaay_B tevdd_A 0
nddo_A jgig_B 1
jhgh_A kctg_B 0
tqgqw_B tosmz_B 1
thtsu_A thuck_A 0
tmxcq_B tendu_A 1
txzco_B oiom_B 0
tiryu_B trsta_B 1
trsta_B tnanz_A 0
jbyc_A niqt_B 1
jcyw_A tdocx_B 0
ocvq_A kecm_A 1
ofho_A kehz_A 0
tyoca_A tnuxe_A 1
tnuxe_A kbae_A 0
name_B nhkd_B 1
jefs_B kazc_B 0
pfnj_B ojcp_B 1
pfyy_B nazo_B 0
oexi_B kcgo_A 1
oegv_B tjmpp_B 0
tmupm_A tctze_A 1
tamhx_A teqzp_B 0
jdzp_A jbgo_A 1
japv_A jbtb_A 0
trwry_A tceux_B 1
trwry_A thdzx_B 0
kcaf_A oeud_B 1
obpd_A tesmk_A 0
kebx_B oacm_A 1
kctw_B tgknm_A 0
jcpx_A jgve_A 1
jgve_A tdgyi_A 0
tjwzg_A tkhyg_B 1
tjwzg_A niho_B 0
oibc_B ogbl_B 1
ohdc_B jfac_B 0
tuaua_B tqzfg_B 1
tqzfg_B tfcfp_A 0
kdrq_A kcba_B 1
tupfb_B jhbj_A 0
jfex_B jfqe_B 1
jhbp_B ketm_B 0
tqcnk_B tjwjy_B 1
tiudr_A tsbux_B 0
odhy_A kepm_B 1
odhy_A tmpxz_A 0
tmphp_B tvojx_A 1
tackw_B kahq_A 0
tomno_A tcsuy_A 1
tukki_A tdzyn_B 0
tpmkk_A tqnla_B 1
tqnla_B tjphj_A 0
nboc_B njno_A 1
jgid_A tbyhf_B 0
obpo_A txuoo_B 1
tipmt_B ognq_A 0
kdld_A oguw_A 1
kblu_A nkfy_A 0
nouh_B jgea_B 1
nouh_B tkqkr_B 0
jflf_A jdjn_A 1
jdjn_A tlyej_B 0
tnxhp_B tiwet_B 1
tiwet_B kbef_A 0
kchx_B odlp_B 1
kbnl_A jdup_A 0
tiaei_B tzxpd_B 1
tjjro_A teyhz_B 0
kebu_A ohsq_B 1
kdee_A ofow_B 0
tdkib_B tctfi_A 1
tfkpj_B jhmy_B 0
kdzy_A kcva_A 1
kbze_A tdmqw_B 0
tdgyi_B tkyna_B 1
tnfkd_A nfwy_A 0
ohjv_A odmm_A 1
ofpe_B kdys_A 0
trgtf_A tthvr_B 1
tifgx_A tqaro_B 0
trpuz_B tqtmf_A 1
trpuz_B jdrb_A 0
kdkr_B obts_A 1
kcjs_A tmrti_B 0
kesi_B pgfx_B 1
kfau_B ndzr_A 0
oetv_B ohex_B 1
ofmt_A tkbod_A 0
jdap_A jexn_A 1
jfqm_A tofgm_B 0
tylaw_A thxzx_B 1
tazfx_B jaqq_A 0
nlfa_A jdvu_A 1
nono_A odxk_B 0
kalr_B oaxw_A 1
oaxw_A tkvqh_B 0
tedkc_A tsrdd_A 1
tsrdd_A tkqkr_B 0
niys_B jgdd_A 1
ngwe_B obuw_A 0
thuxp_B tktuz_A 1
tohjr_A tvtrh_B 0
oapl_B kcgn_B 1
odgj_B oezd_A 0
tfipv_B trlps_B 1
tqfxh_B neni_B 0
txlgj_A tohme_A 1
tywpt_A tytbj_B 0
tnzio_B thucq_A 1
tumrw_A oivp_B 0
jczc_A nlpp_A 1
nlpp_A twdly_A 0
kbmb_B obfl_B 1
obrp_B ofcj_A 0
tntbx_A tfosj_A 1
tntbx_A tckhg_A 0
kccd_B ogfc_B 1
oiaj_B tnanz_B 0
kemo_A kagr_B 1
kemo_A tmqwi_A 0
kdyw_B kcxt_A 1
kdcj_B kcgw_A 0
kbmt_A kctx_B 1
kagp_A jicc_A 0
tccdb_A tpkvs_A 1
tdayn_B kbbk_B 0
oeru_B oetl_A 1
ofym_A nnke_A 0
tqgix_A tmvrw_B 1
tqymi_A nkhd_B 0
kaeu_B kdnf_A 1
oequ_A oaxk_A 0
kbmm_B oaqd_A 1
oaqd_A kcta_A 0
nmfy_B jfrj_B 1
nouz_B tpadg_B 0
thsmg_A tyxph_A 1
thxrx_B keja_A 0
oios_A kaud_A 1
oios_A nbam_B 0
kdjk_B oaho_B 1
kdjk_B jiuv_B 0
oaxk_B oahp_A 1
oatv_A tvjqo_B 0
tbllb_B tajuk_A 1
tmdmr_B tbyhy_A 0
ocam_B obzs_B 1
obzs_B tyvfg_B 0
oben_B kbko_B 1
ofvo_B jirw_B 0
thbrj_A tunih_A 1
tocbi_B kcxi_B 0
takyo_B txvhw_A 1
ttsll_A tmvoq_A 0
jbqu_A nfoy_B 1
jbqu_A kdcj_B 0
objl_A kcgv_A 1
keca_B tqvdq_B 0
ttple_A ttkjl_A 1
tumrl_A twcid_B 0
tjujn_A tnjzp_A 1
tgemq_A jcys_A 0
ofvm_A ohfu_B 1
oibf_A kbxo_B 0
jdhl_A jejr_A 1
jeou_B jclz_A 0
tdmsd_B trigy_B 1
tdmsd_B tqhkc_B 0
tvcst_B tspud_B 1
tspud_B tmcma_B 0
tkssc_A tqqgz_A 1
tkssc_A tdviw_B 0
ofiv_B kakx_B 1
keoe_B jhzs_A 0
tagae_A tkbwb_B 1
tnihw_B tcypv_B 0
twywx_B taryz_B 1
trkuv_A tanzd_A 0
toypb_B tknct_A 1
toypb_B thjep_A 0
najn_B nale_B 1
nnhv_B tsiee_B 0
ogir_A oguf_A 1
ogir_A kdco_B 0
tsory_A tzjhq_A 1
tsory_A pfqq_B 0
trymz_B tvxtd_B 1
trymz_B obln_B 0
tdpxm_A tssuo_A 1
tuild_A kbsh_A 0
tcqrq_B tootw_A 1
ttblb_B tcsnp_A 0
jgzz_A jcbc_A 1
jdzz_B oiry_B 0
tipmx_B oaao_B 1
kchr_A kdzp_A 0
jfyi_B jbow_B 1
jcuv_B jgct_A 0
tajjh_B taydz_B 1
taydz_B ocda_B 0
jcvx_A jeho_B 1
jdoe_A teszw_A 0
tphpo_A ttqvm_B 1
tjnhg_B ohju_B 0
kajz_A oaqr_A 1
ocyv_A tkfxu_A 0
tamwi_A tmswy_B 1
tmswy_B tzbnk_A 0
jblk_A jhzl_B 1
jhmk_A ttwlc_A 0
nhwf_B nofd_A 1
jbrx_B kasf_A 0
obhn_B kcca_B 1
ofzd_B jhmt_A 0
kclu_B odpx_A 1
kclu_B jiqb_A 0
txjpn_A tqrpo_A 1
txjpn_A ocym_A 0
nfzq_B niqd_B 1
nogk_A kcyo_A 0
twzph_B ttlth_B 1
ttyfq_A ofae_A 0
tbhls_A tztge_A 1
ttizy_A jijq_A 0
tdvtw_B tvqhm_B 1
tfrye_A tcdyn_B 0
pfxc_B oizk_A 1
ojgr_A kahc_B 0
ogtb_A oekh_A 1
ohkz_B kdfd_B 0
tozty_B tmcma_B 1
tozty_B kbbt_B 0
jexs_A jbzl_B 1
jdcq_A tonqr_B 0
thgxe_A tjoll_A 1
tbqqs_A keeq_A 0
kbgx_A kcgt_A 1
kbnd_B kcpv_A 0
tqgyh_A tkvil_A 1
tlkeh_B tjddj_A 0
jhoi_B jegp_B 1
jhoi_B tadis_B 0
tawzc_A thgxe_B 1
tbqqs_B jdoy_B 0
japw_B nchv_B 1
nbrm_B jakv_A 0
thuck_A tnsbc_A 1
texwl_A ttigd_A 0
jgtc_A jbez_A 1
jcwx_A thsmg_A 0
txzci_B tzccl_B 1
txzci_B kcft_B 0
ohae_B tmoas_A 1
oext_A ogkp_B 0
tklno_A tsjhi_B 1
tlnpx_A kehp_A 0
jawu_A nonk_B 1
jhao_B tkzmp_B 0
taoew_B thjmf_A 1
tveif_A tjowe_A 0
jcki_B jfwz_B 1
nnfw_A tcsol_B 0
jeqt_B jecd_A 1
jeqt_B kamj_B 0
tqogl_A tdxjy_B 1
tmlyi_B oden_B 0
teqyq_B tpuwl_B 1
tpuwl_B kduo_B 0
tcwho_A tfwwj_A 1
tfwwj_A kbcr_B 0
temlq_B ttizy_B 1
ttizy_B tkpsg_B 0
trvys_A ttrul_A 1
tkfxu_A nchq_B 0
kcra_A oanp_B 1
kdza_B oatt_A 0
njha_A jenk_A 1
njjj_A tijcm_A 0
ohjb_A kdhi_B 1
ohjb_A tozfi_A 0
tkvds_B tplzm_B 1
tkvds_B kdyz_B 0
oihz_A kcrx_A 1
oihz_A jfhe_A 0
tkgfu_B thhfl_A 1
tyifg_A ofym_A 0
jceo_A jipm_A 1
noif_B obvs_B 0
trcxx_B tzbnk_A 1
tzbnk_A ofbj_B 0
tgdty_B tsfdd_B 1
tsfdd_B tjtvk_A 0
oguq_B occw_B 1
kebw_A tyjnx_B 0
tztzi_A tjpwi_B 1
tvslo_B oets_A 0
nibc_A jdeq_A 1
nooq_B tuilv_A 0
jhdd_A jbyl_B 1
jess_A jhgv_B 0
tvuee_A tgrbp_B 1
txtln_B ocuf_B 0
takqd_B thfzz_B 1
tfmnm_B teszw_B 0
twhkq_A tmphu_A 1
twhkq_A kahq_A 0
tjhqg_A tcnhy_B 1
tcnhy_B jhyo_A 0
oaxb_B kbxo_B 1
kbej_A jbma_A 0
ocgk_A oeub_A 1
odak_B ocxe_B 0
jelf_A nbcb_A 1
jdxs_A trkjs_A 0
kako_B ocxg_B 1
kars_B tifgs_B 0
jghu_A jicz_A 1
jcgk_A tczct_B 0
obvx_B oerk_B 1
kbdl_A tlawh_B 0
tvhgg_A tjwjk_A 1
tvhgg_A jhon_A 0
obkx_B kbwz_B 1
obid_B ofzc_B 0
oatb_A kckc_B 1
obkx_A tlbxf_B 0
tdbxt_A tncsv_B 1
trwje_B tzvwz_A 0
jcpc_B nooq_A 1
jgts_B oeor_B 0
oial_A keeq_A 1
oblw_A jgpj_A 0
tdytl_B tupem_A 1
tcpfw_A tsxia_A 0
kegr_B kbsn_B 1
kbnb_B jgae_A 0
tggyz_B ttxpr_A 1
tktvr_B jdns_A 0
tooec_A tjbns_B 1
tjbns_B oank_A 0
txatq_B tkvyz_A 1
ttrul_B tulcn_B 0
toars_B tcwgc_A 1
tyufx_A kcpb_B 0
tnyye_A tfpxn_B 1
tnyye_A jbsr_A 0
tmvrw_A trtex_B 1
tiaei_A jgzw_B 0
kcgw_A oibw_A 1
ofby_B tafhk_A 0
kbsh_A kbef_B 1
kbef_B oaiv_B 0
pffx_A nieq_A 1
nkmd_B tqndd_A 0
oiyy_A keym_A 1
keyh_A thwqk_B 0
trkjz_B thkcb_A 1
thkcb_A kdjh_A 0
txsbn_A tcmoh_A 1
tozbl_B kais_A 0
kezn_B kfad_A 1
kezn_B tjqgc_A 0
tvprs_A teqyq_A 1
tjlzn_B nguk_B 0
torrh_B ogyf_B 1
ofup_B tnqgi_B 0
pfnl_A pfrj_A 1
oisi_A tyyoi_A 0
ttqxt_B tmdvt_A 1
tmdvt_A ojhd_B 0
thzjt_A tbqgb_A 1
taujx_B tqihc_A 0
kbpk_A kbdd_A 1
kcdl_B tebpu_B 0
tzuea_B tzcbb_A 1
tzuea_B kazx_B 0
nfkb_A jbxv_A 1
jcik_A jgjj_B 0
neoj_A jior_A 1
jior_A tttps_A 0
oerl_B oikz_B 1
oban_B tshlk_B 0
tccde_B tkryv_A 1
ttldc_B oiav_B 0
tofgm_B tqcns_B 1
tofgm_B traak_B 0
kasa_B tkipo_B 1
kajp_A tvcfk_B 0
tqcmg_A tewwn_A 1
tewwn_A teijx_A 0
toitn_A tmylg_B 1
tqmel_B tchzq_B 0
objz_B kbju_B 1
kcde_A tkssc_B 0
kasf_A kcvi_A 1
oacf_B teosc_B 0
jbbi_A jcjs_A 1
jbbi_A jidd_B 0
tbxgc_B twcap_B 1
tedsn_B jeqk_B 0
jhor_B jewr_B 1
jewr_B tkgar_B 0
tufya_A taegu_B 1
tiqdi_B tprte_A 0
tefkq_B tclnr_A 1
tuauq_A kcmu_B 0
odou_A kdow_B 1
obvc_A tjdlw_A 0
tuauz_A tfdsy_B 1
tuauz_A tarxx_B 0
targz_A tjdob_B 1
tjdob_B jdtq_A 0
ncgd_B jcdb_B 1
jimv_B oikr_A 0
ttrgx_B tdrfo_B 1
ttrgx_B tyygh_A 0
kefl_B kecv_B 1
odie_A odci_B 0
jghs_B jioq_A 1
jduj_A nhzq_B 0
kapb_B ocxs_B 1
keix_A tniht_A 0
nejc_B ngjr_B 1
nnut_B pgfr_B 0
jhct_B jdqy_B 1
jihk_B oevw_B 0
jdft_A njwd_A 1
ncfk_B ogmk_B 0
tdnhx_B tqihz_B 1
tpadm_A tlemf_B 0
tkmml_B tlgix_A 1
tpiyb_B jdwz_A 0
kdnm_A kcgc_B 1
kada_B oetx_B 0
jifc_A jisd_A 1
jaby_A jafb_B 0
jirc_A jhvi_B 1
janx_A tqvql_A 0
jepe_A jbbb_B 1
jbbb_B thfzz_B 0
oiez_B ocme_A 1
ohdi_A oikq_A 0
kdbs_A kehg_A 1
kdry_A pgae_B 0
jhkz_A jfbw_A 1
jdnk_B kaho_B 0
txnbi_B thojn_A 1
tmnha_A jdwv_B 0
kbgx_B kdhc_B 1
kdhc_B ttjhg_A 0
njyz_A jcqb_A 1
jcqb_A nbvr_B 0
tcyps_B thkqb_A 1
